PLAYER_NAME,SEASON,PTS,REB,AST
Anthony Brown,2017,1.5,0.0,0.5
Anthony Brown,2018,0.0,2.0,0.0
Anthony Davis,2017,27.94318181818182,11.19318181818182,2.2272727272727266
Anthony Davis,2018,25.533333333333335,11.850000000000001,3.7666666666666666
Anthony Davis,2019,25.381818181818186,9.181818181818182,3.2909090909090906
Anthony Morrow,2017,4.0,0.0,0.25
Anthony Tolliver,2017,8.92682926829268,3.0487804878048785,1.1219512195121952
Anthony Tolliver,2018,5.228571428571433,2.757142857142859,0.7571428571428576
Anthony Tolliver,2019,3.3260869565217397,2.8695652173913038,0.8260869565217392
Antonio Blakeney,2017,7.120000000000001,1.5600000000000003,0.9200000000000002
Antonio Blakeney,2018,7.75806451612903,2.0967741935483866,0.9032258064516131
Antonius Cleveland,2017,1.722222222222222,0.888888888888889,0.1111111111111111
Antonius Cleveland,2018,0.0,1.0,0.0
Antonius Cleveland,2019,2.6363636363636362,1.4545454545454546,0.2727272727272727
Anzejs Pasecniks,2019,6.636363636363638,4.454545454545454,0.8181818181818182
Archie Goodwin,2017,2.0,0.75,0.25
Aric Holman,2019,2.6666666666666665,1.3333333333333333,0.0
Armoni Brooks,2019,3.5,1.0,1.5
Aron Baynes,2017,6.019417475728155,5.485436893203883,1.1262135922330097
Aron Baynes,2018,5.046875,4.484375,1.03125
Aron Baynes,2019,10.285714285714286,5.380952380952382,1.6428571428571432
Arron Afflalo,2017,3.5517241379310356,1.2586206896551726,0.6551724137931034
Austin Rivers,2017,14.967741935483872,2.354838709677419,3.9516129032258047
Austin Rivers,2018,7.9222222222222225,2.1333333333333333,2.0888888888888886
Austin Rivers,2019,8.4,2.3000000000000003,1.55
Avery Bradley,2017,14.57142857142857,2.4285714285714284,2.0612244897959187
Avery Bradley,2018,9.799999999999999,2.7846153846153845,2.4
Avery Bradley,2019,8.448979591836736,2.204081632653061,1.163265306122449
B.J. Taylor,2019,0.0,0.0,0.0
BJ Johnson,2018,3.2857142857142856,1.1428571428571428,0.0
BJ Johnson,2019,2.0909090909090913,0.818181818181818,0.27272727272727265
Bam Adebayo,2017,6.637500000000002,5.212499999999998,1.2874999999999994
Bam Adebayo,2018,9.058823529411763,7.317647058823531,2.211764705882353
Bam Adebayo,2019,15.815384615384616,10.430769230769231,4.876923076923077
Barry Brown,2019,0.0,0.0,0.0
Ben McLemore,2017,7.535714285714287,2.4821428571428577,0.9107142857142859
Ben McLemore,2018,4.291666666666667,0.9583333333333334,0.25
Ben McLemore,2019,10.015625,2.171875,0.8125
Ben Moore,2017,2.0,1.6666666666666672,1.0
Ben Moore,2018,1.0,3.0,0.5
Ben Simmons,2017,15.614583333333332,8.166666666666666,7.96875
Ben Simmons,2018,16.29787234042553,8.553191489361701,7.5
Ben Simmons,2019,16.42857142857143,7.803571428571429,8.035714285714285
Bennie Boatwright,2019,0.0,0.0,0.0
Beno Udrih,2017,7.7307140660602105,1.9167360554021058,3.190668892651432
Billy Garrett,2018,6.5,0.75,1.75
Billy Preston,2018,2.0,2.6666666666666665,0.0
Bismack Biyombo,2017,5.816091954022988,5.724137931034483,0.8045977011494252
Bismack Biyombo,2018,4.375,4.446428571428568,0.5892857142857145
Bismack Biyombo,2019,7.277777777777777,5.648148148148149,0.9074074074074074
Blake Griffin,2017,21.129032258064516,7.14516129032258,5.612903225806452
Blake Griffin,2018,24.400000000000006,7.375,5.3125
Blake Griffin,2019,14.95,4.450000000000001,3.349999999999999
Boban Marjanovic,2017,6.285714285714282,3.833333333333333,0.5238095238095244
Boban Marjanovic,2018,7.305555555555553,4.458333333333333,0.9305555555555559
Boban Marjanovic,2019,5.486486486486488,3.837837837837838,0.40540540540540554
Bobby Brown,2017,2.3043478260869557,0.3478260869565217,0.5217391304347824
Bobby Portis,2017,12.911392405063294,6.797468354430381,1.6962025316455698
Bobby Portis,2018,14.454545454545455,7.8545454545454545,1.3818181818181816
Bobby Portis,2019,9.920634920634921,5.253968253968254,1.507936507936508
Bogdan Bogdanovic,2017,11.5,2.804878048780488,3.219512195121952
Bogdan Bogdanovic,2018,14.14285714285714,3.4714285714285706,3.8142857142857127
Bogdan Bogdanovic,2019,14.094339622641508,3.150943396226415,3.169811320754717
Bojan Bogdanovic,2017,13.887640449438202,3.337078651685393,1.5280898876404494
Bojan Bogdanovic,2018,17.602272727272727,4.1477272727272725,2.0
Bojan Bogdanovic,2019,19.5,4.048387096774194,2.032258064516129
Bol Bol,2019,0.0,0.0,0.0
Bonzie Colson,2018,4.545454545454546,3.636363636363637,0.36363636363636354
Brad Wanamaker,2018,3.613636363636366,1.204545454545454,1.4318181818181828
Brad Wanamaker,2019,6.721311475409836,2.0491803278688523,2.688524590163934
Bradley Beal,2017,22.380434782608695,4.271739130434782,4.3478260869565215
Bradley Beal,2018,25.197674418604652,4.965116279069767,5.290697674418604
Bradley Beal,2019,29.267857142857142,4.2142857142857135,5.857142857142858
Braian Angola-Rodas,2018,0.0,0.0,0.0
Brandan Wright,2017,5.454545454545455,3.5757575757575757,0.4848484848484848
Brandon Ashley,2017,3.1999999999999997,2.8000000000000003,0.19999999999999998
Brandon Clarke,2019,12.096153846153848,6.019230769230769,1.480769230769231
Brandon Goodwin,2018,1.7999999999999994,0.25,0.8000000000000002
Brandon Goodwin,2019,5.914285714285714,2.0,1.5999999999999999
Brandon Ingram,2017,15.640625,5.234375,3.75
Brandon Ingram,2018,18.192982456140353,5.122807017543858,2.8421052631578942
Brandon Ingram,2019,23.719298245614034,6.087719298245613,4.105263157894737
Brandon Jennings,2017,5.0,2.0666666666666664,2.9333333333333336
Brandon Knight,2017,13.430865397818541,2.984235173205439,3.8200054448746577
Brandon Knight,2018,6.820512820512819,1.5128205128205123,1.82051282051282
Brandon Knight,2019,6.75,1.3333333333333337,2.25
Brandon McCoy,2018,2.6666666666666665,2.6666666666666665,0.0
Brandon Paul,2017,2.542857142857143,1.1714285714285715,0.6
Brandon Rush,2017,2.6666666666666665,0.0,0.6666666666666666
Brandon Sampson,2018,4.733333333333333,1.1333333333333333,0.6666666666666665
Brian Bowen II,2019,1.1999999999999997,0.8,0.0
Briante Weber,2017,2.8095238095238098,1.9047619047619049,1.2857142857142854
Briante Weber,2018,9.0,1.8,3.0
Brice Johnson,2017,2.782608695652173,2.2608695652173907,0.1739130434782608
Bronson Koenig,2017,0.0,0.0,0.0
Brook Lopez,2017,12.935064935064934,3.961038961038962,1.6493506493506496
Brook Lopez,2018,12.11111111111111,4.94949494949495,1.2121212121212122
Brook Lopez,2019,10.770491803278688,4.442622950819672,1.5737704918032787
Bruce Brown,2018,4.132530120481928,2.4216867469879513,1.1686746987951813
Bruce Brown,2019,8.672131147540984,4.754098360655737,3.7540983606557377
Bruno Caboclo,2017,2.125,1.875,0.25
Bruno Caboclo,2018,7.864864864864864,4.4324324324324325,1.4324324324324325
Bruno Caboclo,2019,3.148148148148149,2.37037037037037,0.4444444444444444
Bruno Fernando,2019,4.428571428571428,3.535714285714286,0.8392857142857143
Bryce Alford,2017,2.3333333333333335,0.6666666666666666,0.0
Bryce Alford,2018,2.3333333333333335,0.6666666666666666,0.0
Bryn Forbes,2017,6.910112359550562,1.3146067415730338,1.0112359550561798
Bryn Forbes,2018,11.595744680851064,2.978723404255319,2.0638297872340425
Bryn Forbes,2019,11.380952380952381,2.015873015873016,1.7619047619047619
Bubu Palo,2019,0.0,0.0,0.0
Buddy Hield,2017,13.19767441860465,3.813953488372093,1.9534883720930232
Buddy Hield,2018,20.114942528735632,4.977011494252873,2.5517241379310347
Buddy Hield,2019,19.96875,4.765625,3.15625
C.J. Anderson,2018,0.0,0.0,0.0
C.J. Wilcox,2017,2.1295266609637884,0.6133447390932418,0.43692614770459065
C.J. Wilcox,2018,2.1295266609637884,0.6133447390932418,0.43692614770459065
C.J. Wilcox,2019,2.1295266609637884,0.6133447390932418,0.43692614770459065
C.J. Williams,2017,5.476190476190476,1.5,1.1904761904761905
C.J. Williams,2018,2.9000000000000004,0.65,0.6999999999999998
C.J. Williams,2019,0.0,0.0,0.0
CJ Massinburg,2019,0.0,0.0,0.0
CJ McCollum,2017,21.11111111111111,3.833333333333333,3.333333333333333
CJ McCollum,2018,21.366666666666667,4.233333333333333,3.1333333333333333
CJ McCollum,2019,22.133333333333333,3.9666666666666672,4.15
CJ Miles,2017,10.19047619047619,2.2023809523809526,0.7976190476190477
CJ Miles,2018,6.526315789473683,1.736842105263158,0.6315789473684211
CJ Miles,2019,6.400000000000001,1.1999999999999997,1.1999999999999997
Caleb Martin,2019,5.055555555555556,2.4444444444444438,1.0555555555555558
Caleb Swanigan,2017,2.8787878787878785,2.757575757575759,0.5454545454545456
Caleb Swanigan,2018,2.615384615384615,3.2307692307692295,0.6923076923076928
Caleb Swanigan,2019,2.75,3.625,0.9166666666666664
Cam Reddish,2019,9.758620689655173,3.586206896551724,1.4655172413793103
Cameron Johnson,2019,8.0,2.8461538461538463,0.9807692307692307
Cameron Oliver,2017,1.0,2.3333333333333335,0.3333333333333333
Cameron Oliver,2018,1.0,2.3333333333333335,0.3333333333333333
Cameron Payne,2017,8.84,2.7600000000000007,4.52
Cameron Payne,2018,6.022222222222222,1.9333333333333336,2.711111111111111
Cameron Payne,2019,4.5,3.0,2.0
Cameron Reynolds,2018,4.8181818181818175,1.5,0.6818181818181819
Cameron Reynolds,2019,2.3333333333333335,1.6666666666666667,0.6666666666666666
Caris LeVert,2017,12.136986301369864,3.6575342465753415,4.123287671232878
Caris LeVert,2018,14.510204081632653,3.8979591836734695,3.836734693877551
Caris LeVert,2019,15.864864864864865,3.72972972972973,3.7027027027027026
Carmelo Anthony,2017,15.816091954022989,5.816091954022988,1.2298850574712643
Carmelo Anthony,2018,13.285714285714285,5.071428571428571,0.35714285714285715
Carmelo Anthony,2019,15.377777777777778,6.422222222222222,1.4666666666666668
Carrick Felix,2017,7.0,2.0,0.3333333333333333
Carsen Edwards,2019,4.184210526315789,1.2105263157894737,0.6578947368421053
Cedi Osman,2017,3.3924050632911413,1.7721518987341762,0.6708860759493673
Cedi Osman,2018,12.835443037974684,4.708860759493671,2.5696202531645564
Cedi Osman,2019,10.523809523809524,3.4285714285714284,2.3015873015873014
Chandler Hutchison,2018,5.1020408163265305,4.183673469387754,0.7551020408163265
Chandler Hutchison,2019,7.785714285714286,3.857142857142857,0.9285714285714284
Chandler Parsons,2017,7.375,2.4749999999999996,1.9000000000000004
Chandler Parsons,2018,7.63333333333333,2.700000000000001,1.6666666666666683
Chandler Parsons,2019,2.799999999999998,1.399999999999999,0.5999999999999998
Channing Frye,2017,4.964912280701754,2.719298245614035,0.7719298245614037
Channing Frye,2018,3.552631578947365,1.6052631578947367,0.5526315789473685
Charles Brown Jr.,2019,3.0714285714285707,0.9285714285714285,0.21428571428571433
Charles Cooke,2017,1.058823529411765,0.17647058823529427,0.11764705882352945
Charles Cooke,2018,1.0,2.0,0.0
Chasson Randle,2018,5.431372549019608,1.1176470588235294,2.0
Cheick Diallo,2017,4.622950819672136,3.7213114754098355,0.32786885245901626
Cheick Diallo,2018,5.797101449275364,5.231884057971013,0.5072463768115941
Cheick Diallo,2019,4.577777777777779,3.0,0.5111111111111113
Chimezie Metu,2018,1.852941176470589,1.4411764705882362,0.4411764705882354
Chimezie Metu,2019,3.0476190476190474,1.761904761904761,0.2857142857142859
Chinanu Onuaku,2017,2.0,2.5,1.0
Chinanu Onuaku,2018,3.3333333333333335,1.3333333333333333,0.3333333333333333
Chris Boucher,2017,0.0,1.0,0.0
Chris Boucher,2018,3.242424242424244,1.7878787878787876,0.0606060606060606
Chris Boucher,2019,6.517857142857143,4.285714285714286,0.44642857142857145
Chris Chiozza,2018,0.75,0.5,0.75
Chris Chiozza,2019,2.65,1.45,2.5
Chris Clemons,2019,5.8484848484848495,1.0606060606060606,0.939393939393939
Chris Johnson,2017,0.0,2.0,0.6666666666666666
Chris McCullough,2017,2.714285714285714,1.428571428571429,0.1904761904761903
Chris McCullough,2018,3.227288078351908,1.8907463694697735,0.22209557581897993
Chris Paul,2017,18.906666666666673,5.399999999999999,7.426666666666665
Chris Paul,2018,15.698630136986301,4.835616438356165,7.7671232876712315
Chris Paul,2019,17.349999999999998,4.966666666666666,6.633333333333333
Chris Silva,2019,3.318181818181818,2.9090909090909083,0.5227272727272729
Christ Koumadje,2019,4.0,2.0,1.0
Christian Wood,2018,9.040000000000001,4.4799999999999995,0.4800000000000001
Christian Wood,2019,12.11111111111111,6.2063492063492065,0.8888888888888888
Cliff Alexander,2017,2.25,3.75,0.25
Clint Capela,2017,13.600000000000001,10.873684210526317,0.9894736842105263
Clint Capela,2018,15.407407407407407,12.17283950617284,1.4074074074074074
Clint Capela,2019,13.681818181818183,13.204545454545455,1.2272727272727273
Coby White,2019,12.96923076923077,3.5538461538461537,2.3076923076923075
Codi Miller-McIntyre,2018,0.0,0.0,0.0
Cody Demps,2018,0.0,0.0,0.0
Cody Martin,2019,4.659090909090909,3.113636363636364,1.568181818181818
Cody Zeller,2017,7.3421052631578965,5.342105263157895,1.0526315789473686
Cody Zeller,2018,10.226415094339623,6.584905660377357,2.0
Cody Zeller,2019,10.775862068965518,7.03448275862069,1.5172413793103448
Cole Aldrich,2017,0.5454545454545452,0.9090909090909073,0.13636363636363621
Cole Aldrich,2018,2.7662946041192127,3.1422972312182025,0.4571161137410166
Collin Sexton,2018,16.3953488372093,2.872093023255814,2.941860465116279
Collin Sexton,2019,19.793650793650794,3.0793650793650795,2.7936507936507935
Corey Brewer,2017,5.190476190476192,2.071428571428571,0.8928571428571429
Corey Brewer,2018,4.870967741935485,2.4516129032258065,1.2580645161290323
Cory Joseph,2017,7.663043478260869,3.119565217391304,3.1739130434782608
Cory Joseph,2018,6.693181818181819,3.295454545454546,3.7727272727272725
Cory Joseph,2019,6.360655737704918,2.557377049180328,3.426229508196721
Courtney Lee,2017,11.716049382716049,2.9135802469135803,2.2839506172839505
Courtney Lee,2018,4.0,1.588235294117647,1.0882352941176463
Courtney Lee,2019,3.636363636363635,1.409090909090908,0.5909090909090908
Cristiano Felicio,2017,5.688524590163931,4.2950819672131155,1.0
Cristiano Felicio,2018,3.815384615384619,3.5538461538461568,0.6000000000000003
Cristiano Felicio,2019,4.083333333333332,4.708333333333333,0.6666666666666669
D'Angelo Russell,2017,15.596153846153847,3.8076923076923075,5.076923076923077
D'Angelo Russell,2018,20.900000000000002,3.8777777777777773,6.611111111111111
D'Angelo Russell,2019,23.11363636363636,3.704545454545457,6.181818181818183
D.J. Augustin,2017,10.253164556962025,2.1139240506329107,3.797468354430378
D.J. Augustin,2018,11.566666666666666,2.488888888888889,5.2
D.J. Augustin,2019,9.8,2.14,4.42
D.J. Wilson,2017,1.7692307692307694,0.8461538461538461,0.23076923076923053
D.J. Wilson,2018,5.339285714285715,4.142857142857144,1.0
D.J. Wilson,2019,3.133333333333332,2.0,0.7000000000000003
DJ Stephens,2018,2.0,2.0,0.0
DaQuan Jeffries,2019,0.6363636363636365,0.4545454545454546,0.36363636363636365
Dairis Bertans,2018,2.833333333333333,0.75,0.8333333333333334
Dakari Johnson,2017,1.7777777777777766,1.2222222222222232,0.25
Dakota Mathias,2019,3.0,1.3333333333333333,0.3333333333333333
Damian Jones,2017,1.8181818181818183,1.318181818181818,0.18181818181818177
Damian Jones,2018,5.393939393939394,3.090909090909091,1.1515151515151516
Damian Jones,2019,5.473684210526315,3.771929824561403,0.631578947368421
Damian Lillard,2017,26.0,4.390243902439025,6.341463414634146
Damian Lillard,2018,25.47,4.56,6.76
Damian Lillard,2019,28.80701754385965,4.298245614035087,7.701754385964913
Damien Wilkins,2017,2.7727272727272734,1.0454545454545456,0.4090909090909093
Damion Lee,2017,10.733333333333333,4.733333333333333,1.9333333333333333
Damion Lee,2018,4.9375,2.0,0.40625
Damion Lee,2019,12.16,4.76,2.5
Damjan Rudez,2017,0.75,0.5,0.25
Damyean Dotson,2017,4.346938775510205,2.0408163265306127,0.7142857142857146
Damyean Dotson,2018,10.5,3.538461538461539,1.8076923076923082
Damyean Dotson,2019,6.666666666666668,1.833333333333333,1.2083333333333326
Daniel Dixon,2017,2.0,1.0,0.0
Daniel Gafford,2019,5.27906976744186,2.627906976744186,0.3720930232558141
Daniel Hamilton,2017,3.5555555555555554,2.5555555555555554,2.111111111111111
Daniel Hamilton,2018,3.0,2.4736842105263155,1.1578947368421049
Daniel Hamilton,2019,3.0,1.5,0.5
Daniel Ochefu,2017,2.0,1.5,1.0
Daniel Theis,2017,5.223880597014926,4.447761194029851,0.8955223880597016
Daniel Theis,2018,5.142857142857144,3.2207792207792214,0.909090909090909
Daniel Theis,2019,8.89090909090909,6.672727272727273,1.6181818181818184
Danilo Gallinari,2017,15.173913043478258,4.652173913043476,1.869565217391304
Danilo Gallinari,2018,19.776315789473685,6.144736842105263,2.631578947368421
Danilo Gallinari,2019,18.98148148148148,5.722222222222222,2.111111111111111
Danny Green,2017,8.3,3.3625000000000007,1.5
Danny Green,2018,9.52336448598131,3.8691588785046727,1.4485981308411215
Danny Green,2019,8.229508196721312,3.278688524590164,1.3278688524590165
Dante Cunningham,2017,5.597402597402598,3.987012987012987,0.6493506493506493
Dante Cunningham,2018,2.931506849315069,2.821917808219178,0.7397260273972602
Dante Exum,2017,6.6,1.6,2.2
Dante Exum,2018,6.886363636363636,1.659090909090909,2.681818181818182
Dante Exum,2019,4.542857142857144,1.942857142857144,1.1428571428571437
Danuel House Jr.,2017,6.608695652173912,3.304347826086956,1.0869565217391302
Danuel House Jr.,2018,8.36734693877551,3.4285714285714284,0.8571428571428571
Danuel House Jr.,2019,10.196428571428571,4.464285714285714,1.3214285714285714
Dario Saric,2017,14.901098901098903,6.736263736263735,2.6153846153846154
Dario Saric,2018,10.518072289156626,5.63855421686747,1.614457831325301
Dario Saric,2019,9.421052631578949,5.947368421052632,1.8771929824561402
Darius Bazley,2019,4.607142857142857,3.857142857142857,0.6964285714285714
Darius Garland,2019,12.229508196721312,1.8360655737704918,3.8524590163934427
Darius Johnson-Odom,2018,2.0,1.5,1.5
Darius Miller,2017,7.431578947368421,1.9894736842105263,1.3157894736842106
Darius Miller,2018,8.347222222222221,1.8472222222222225,2.0972222222222223
Darius Miller,2019,5.7448071216617125,1.5958127266732616,1.2789976920540724
Darius Morris,2018,0.0,0.0,1.6666666666666667
Darrell Arthur,2017,2.8000000000000047,0.8499999999999999,0.5
Darrell Arthur,2018,6.1586956126096295,3.1958636537133844,0.7628006297977071
Darren Collison,2017,12.050632911392405,2.6202531645569622,5.227848101265823
Darren Collison,2018,11.060240963855422,3.024096385542169,5.867469879518072
Darrun Hilliard,2017,2.1052631578947367,0.5789473684210527,0.6315789473684211
Daryl Macon,2018,3.6363636363636362,1.272727272727273,0.7272727272727271
Daryl Macon,2019,2.0,0.25,0.375
Daulton Hommes,2019,0.0,0.75,0.5
David Kramer,2019,0.0,0.0,0.0
David Nwaba,2017,7.671052631578948,4.473684210526316,1.4736842105263157
David Nwaba,2018,6.6226415094339615,3.226415094339622,1.0754716981132073
David Nwaba,2019,5.391304347826089,2.4347826086956528,0.4347826086956522
David Stockton,2017,4.999999999999999,0.5714285714285713,1.4285714285714284
David Stockton,2019,6.5,0.5,4.0
David West,2017,6.063157894736841,3.0736842105263156,1.8842105263157893
Davion Berry,2017,0.0,0.0,0.0
Davis Bertans,2017,5.724137931034482,1.9655172413793098,0.9310344827586207
Davis Bertans,2018,7.465116279069768,3.3255813953488373,1.290697674418605
Davis Bertans,2019,14.622641509433961,4.566037735849057,1.7358490566037734
Davon Reed,2017,3.0,1.857142857142856,0.6190476190476193
Davon Reed,2018,2.0,1.3571428571428574,0.28571428571428564
Davon Reed,2019,5.0,2.75,0.5
De'Aaron Fox,2017,11.526315789473683,2.7236842105263164,4.355263157894737
De'Aaron Fox,2018,16.941176470588236,3.6941176470588233,7.141176470588235
De'Aaron Fox,2019,19.6,3.8666666666666667,6.777777777777778
De'Andre Hunter,2019,12.365079365079366,4.111111111111111,1.8253968253968254
De'Anthony Melton,2018,5.075471698113208,2.6603773584905657,3.0
De'Anthony Melton,2019,8.063829787234045,3.680851063829785,3.0
DeAndre Jordan,2017,12.012345679012347,15.024691358024693,1.4814814814814814
DeAndre Jordan,2018,11.085714285714285,13.057142857142857,2.2571428571428576
DeAndre Jordan,2019,8.11111111111111,9.851851851851851,1.9259259259259258
DeAndre Liggins,2017,1.7258064516129024,1.2741935483870968,0.7741935483870969
DeAndre Liggins,2018,10.0,0.0,2.0
DeAndre' Bembry,2017,5.206896551724136,2.827586206896551,2.0344827586206895
DeAndre' Bembry,2018,8.563218390804598,4.379310344827586,2.4367816091954024
DeAndre' Bembry,2019,6.145833333333333,3.7708333333333335,1.9791666666666667
DeMar DeRozan,2017,22.478723404255316,3.8404255319148937,5.0638297872340425
DeMar DeRozan,2018,20.8876404494382,5.820224719101124,5.898876404494382
DeMar DeRozan,2019,22.169491525423734,5.508474576271186,5.203389830508475
DeMarcus Cousins,2017,24.5,12.384615384615383,5.269230769230769
DeMarcus Cousins,2018,14.44736842105263,7.526315789473685,3.3157894736842106
DeMarcus Cousins,2019,20.96111732497476,10.594525118978224,3.1637509278431866
DeMarre Carroll,2017,13.285714285714286,6.441558441558441,2.012987012987013
DeMarre Carroll,2018,10.621621621621623,5.135135135135135,1.2162162162162162
DeMarre Carroll,2019,2.7272727272727253,2.7272727272727257,0.9545454545454541
